Time,Category,Headline,Full_Text,URL,Sentiment_analysis,Passes_treshold
12:15,Corruption,APN Survey: Tell us what you think,"Yle News' All Points North podcast has been running for nearly a decade, or over 300 episodes, and throughout that time on air our listeners have consistently proved to be our best source of inspiration and ideas. We are now working on updating and improving APN, and we would love your input on what we should do — or not do. Please share your feedback via this link to the survey. The survey takes about 5 minutes to complete and your answers will be anonymous, unless you specifically choose to leave your contact details.",https://yle.fi/a/74-20209097,"[{'label': '5 stars', 'score': 0.40704476833343506}]",1
12:15,Corruption,"Monday's papers: Cold snap chills spot prices, quenching AI's thirst, and selfish Europeans","Cold weather and low winds have pushed spot electricity prices sharply higher this year, briefly topping 80 cents per kilowatt-hour on 3 February. At more than twice their recent average, such prices have favoured households on fixed-rate contracts over those exposed to the market, Helsingin Sanomat explains. The paper compared electricity bills in three households under spot-priced contracts and fixed-rate contracts. Last year, spot pricing proved cheaper in every case, according to HS. However, in early 2026, fixed-rate contracts gained the upper hand, as elevated wholesale prices punished those exposed to the market. Customers on spot contracts say they try to use power when it's cheapest, but that isn't always practical. In households with kids, such optimisation has turned out to be easier promised than practised, according to HS. The data centres that power today's AI services consume vast quantities of water for cooling. That poses a growing threat in regions already short of it. In parts of the United States and Latin America, these facilities now compete directly with residents for drinking water. Finland, by contrast, is swimming against the current, reports Hufvudstadsbladet. Although water is plentiful here, Finnish data centres are designed to minimise its use. At Telia's data centre in Pitäjänmäki, much of the excess heat is fed into the district heating network rather than cooled with drinking water. ""Finland is undoubtedly one of the best places to build data centres, and they are constructed far more sustainably here,"" Erkki Mervaala, a researcher at the Finnish Environment Institute (Syke), told HBL. ""That does not, however, eliminate all the problems associated with them."" Kauppalehti suggests that barriers within the EU's single market inflict far greater economic damage than any tariffs imposed on the bloc by outside countries. EU leaders meet this week to shore up the single market in a fraught geopolitical and economic landscape. A fresh report on the bloc’s internal market offers an unflattering picture. Europe is falling behind just as America and China accelerate their economic lead on almost every measure. Trade in goods between member states accounted for 23.5 percent of GDP in 2023. By 2024, that share had slipped to 22 percent. The real question, according to KL, is whether Europe's largest countries — chiefly Germany — are prepared to surrender national interests that stand in the way of the continent’s industrial renewal.",https://yle.fi/a/74-20209068,"[{'label': '5 stars', 'score': 0.40704476833343506}]",1
12:15,Corruption,Turku's 700-year-old cathedral closing for major renovations,"Finland's only medieval basilica, Turku Cathedral, is closing on Monday for an extensive, multi-year renovation effort. In the interim, the historic church will be closed to the public. Church services that would normally be hosted there, like baptisms and weddings, will be held at other churches. Consecrated in the year 1300, Turku Cathedral is set to open again on 2 December 2028, at the start of Advent, ahead of Turku's 800th anniversary. The renovation work will cost an estimated 25 million euros. According to Turku Cathedral's website, the renovation plans considered both functionality and historical preservation. It said a chief goal is transforming the buiding's under-utilised spaces into areas that can be used by the congregation. However, it noted that the main church hall would only undergo minor modifications. The last time Turku Cathedral underwent a major renovation was between 1976 and 1979. After the current work is complete, the cathedral is not set for a major overhaul until the 2070s, at the earliest.",https://yle.fi/a/74-20209012,"[{'label': '4 stars', 'score': 0.3113240897655487}]",1
12:15,Corruption,Centre Party calls for restoration of home maintenance tax credit,"According to the leader of the opposition Centre Party, Antti Kaikkonen, Finland needs to restore a tax break for household maintenance costs to its original form. Last year, Prime Minister Petteri Orpo's (NCP) government reformed the tax credit arrangement, reducing its maximum amount, while increasing its non-deductible share. Taxpayers can receive the credit for things like home renovations, child care and cleaning work that is carried out by hired help. Among other things, Kaikkonen said the reform has particularly hurt small entrepreneurs and worsened unemployment. In a press release, he characterised the move as one of the government's most short-sighted decisions. Kaikkonen said that restoring the household maintenance tax break to their original form would be a quick way to support small businesses and promote employment. However, the party did not specify how such a move would be financed. In early 2021, a study by the Institute for Economic Research (VATT) and the Labour Institute for Economic Research (PT) found that the tax credit was not working as intended and disproportionately benefiting high-income earners.",https://yle.fi/a/74-20208997,"[{'label': '2 stars', 'score': 0.3627137839794159}]",1
12:15,Corruption,Finland commits €3m to UN women's initiative in Ukraine,"Finland has announced plans to allocate three million euros towards supporting the UN Women's Ukraine Country Programme during 2026-2028, according to the Finnish foreign ministry. In a press release on Friday, the ministry said the move demonstrates Finland's commitment to supporting the rights of women and girls and aiding Ukraine's recovery and rebuilding. ""Supporting UN Women in Ukraine is an investment in the country’s resilience and its gender equality efforts. Through this funding, we aim to promote the rights and agency of women and girls living in crisis-affected areas,"" Minister for Foreign Trade and Development, Ville Tavio (Finns), said in the release. The UN programme works to advance gender equality through cooperation with Ukrainian authorities and civil society. According to the ministry, Finland's goal in supporting the effort is to ensure equal access to services and decision-making, ""and to help build a sustainable future"". The ministry said Finland's aim is to promote women's private-sector engagement, boost innovation and digitalisation, as well as ensure that Ukrainian women have ""the opportunity to shape reconstruction solutions"".",https://yle.fi/a/74-20208978,"[{'label': '4 stars', 'score': 0.25610023736953735}]",1
12:15,Corruption,Police launch investigation into fire at bread factory,"A large fire that broke out at the Jokioinen Leipä bread factory in Kanta-Hame early on Sunday morning will likely completely destroy the facility, according to the head of the company. According to Jokioinen Leipä's managing director, Mikko Virtanen, a fire alarm at the factory sounded at 4:30am on Sunday. ""After the alarm went off, we arrived at the site on our own. We managed to extinguish the fire from outside before rescue services arrived, but by that time it had spread to the wall structures,"" Virtanen said. In a statement issued just after 10am on Sunday, the Häme Police Department said it has opened an arson investigation into the blaze and that investigators have not ruled out the possibility of foul play. The statement noted that the fire did not cause any personal injuries. The factory is located in the Kanta-Hame region's municipality of Jokioinen, about 120km north-west of Helsinki. As of around 9:30am, there were no reports of injuries at the site. According to a local public advisory, billowing smoke from the fire is hazardous to people's health. It advised people in the area to stay indoors, turn off ventilation systems and to wait for an announcement that the hazardous situation has ended. Traffic advisory agency Fintraffic has warned that smoke from the blaze was reducing visibility on some stretches of highway 10. Firefighting efforts continued throughout Sunday morning, and efforts to extinguish the blaze will likely continue for a long time, according to rescue services. ""It looks like our facility will be completely destroyed today. We're talking about extensive damage,"" Virtanen told Yle. Jokioinen Leipä is a family-run bakery business that was founded in 1983. Its previous premises burned down in 2013, after which the current facility was constructed at the same location on Leivänkuja road. According to the company's website the bakery has around 140 employees. Updated at 12:00pm on 8 February 2025 to add new video and photo, while an earlier update added that police have opened an investigation into the fire.",https://yle.fi/a/74-20208968,"[{'label': '1 star', 'score': 0.5508514642715454}]",0
12:15,Corruption,Donor-conceived adults in Finland gain access to their origins,"In Finland, it has for several years no longer been possible to donate gametes anonymously. The Act on Assisted Fertility Treatments, which entered into force in September 2007, requires that all donors be registered in a database maintained by the Finnish Supervisory Agency. The register contains the donor's first and last name, date of birth and nationality. Even before 2007, donors could consent to having their details recorded, but back then, it was voluntary. The first children conceived under the current regulatory framework will turn 18 this year. According to the Finnish Institute for Health and Welfare (THL), 402 children were born as a result of treatments using donated gametes in 2007. Antti Perheentupa, a reproductive medicine expert at Turku University Hospital, said that the reform initially caused widespread concern within the field. ""We thought that no one would want to become a donor anymore. For a time, the number of donors did drop, but when we spoke publicly in the media about the problem, the situation improved,"" he said According to Perheentupa, the rationale for banning anonymous donation was that children conceived this way should have the right to know about their genetic background and biological origins. Perheentupa said it is difficult to estimate how many will choose to exercise the right to find out the identity of their donor. Today, around 800 children are born in Finland each year with the help of donated sperm and egg cells.",https://yle.fi/a/74-20208912,"[{'label': '1 star', 'score': 0.3257128894329071}]",1
12:15,Corruption,Medicines watchdog warns of deadly social media pill challenges,"Finland's medicines agency (Fimea) is warning about social media challenges involving over-the-counter drugs, as the consequences can be life threatening. Some challenges circulating on social media have involved paracetamol and acetylsalicylic acid. Paracetamol, commonly used for pain relief and fever reduction, is safe when taken in the correct dose, but even a slight overdose can cause serious liver damage, Fimea said in a statement. Acetylsalicylic acid, commonly known as aspirin, also has blood-thinning properties. ""High doses or prolonged use of acetylsalicylic acid can cause stomach and intestinal problems, and in some cases potentially life-threatening gastrointestinal bleeding,"" said Piia Vuorela, a director at Fimea. She said that adults should talk with children and teens about the social media challenges and the risks associated with medicines. Yle News' All Points North podcast looked at moves to ban social media for kids in Finland.",https://yle.fi/a/74-20208900,"[{'label': '2 stars', 'score': 0.33201324939727783}]",1
12:15,Corruption,Economic strain pushes more Finns towards charity,"Food banks in Finland are seeing a new kind of visitor: people who own their homes, drive cars and hold down jobs. According to the Church Resources Agency (Kirkkopalvelut), the number of people seeking church-run charitable assistance rose by 40 percent last year. Anita Salonen, a diaconal expert at the Church Council, said demand for economic assistance has risen markedly since changes to the social security system came into force at the start of 2024. The distribution of food aid by the Church's diaconal services increased most sharply at the end of last year. Last December, diaconal organisations handed out more than 40,000 food parcels — twice as many as in December 2024. A new development is that food aid is increasingly being sought by people who own their homes, drive cars and hold down jobs. Many have struggled for a long time to keep up with loan repayments before turning, often reluctantly, to charitable help. ""There are working families, working people living alone, and then those who have been reliant on social benefits for a longer period. The number of new clients is rising steadily. It's a trend seen across Finland,"" said Mari Kulmala of the Savonlinna Evangelical-Lutheran Parish. Kulmala said she believes that people are increasingly aware of the assistance offered by church-run services. When individuals share their financial difficulties on social media, others are quick to advise them to seek help from their local parish. Alongside the Church's diaconal work, financial aid and food assistance are also provided by organisations such as the Finnish Red Cross, Hope and a range of other charities.",https://yle.fi/a/74-20208896,"[{'label': '4 stars', 'score': 0.23797614872455597}]",1
12:15,Corruption,Students mark 'Vanhat Day' in style,"On Friday, upper secondary schools across Finland celebrated the Seniors' Ball, where eleventh graders don elegant ball gowns and black ties to mark their rise as the school's new seniors, stepping into the spotlight as the graduating class readies for their matriculation examinations. Vanhat Day dances (or dances of the old) are a long-standing Finnish high school tradition, marking who's now ""on top"" of the school hierarchy. The dances are choreographed ahead of the big day and typically feature classical ballroom styles. Finland's twelfth graders on Thursday meanwhile tossed candy from trucks to celebrate their last days of school before getting time off to study for their final exams this spring.",https://yle.fi/a/74-20208766,"[{'label': '4 stars', 'score': 0.4902714490890503}]",1
